        time         |   y    |   x    |  cell   |        rscp         
 2004-10-29 00:00:00 | 413090 | 126690 | KRIBLC  | -91.424999999999997
 2004-10-29 00:00:00 | 413090 | 126700 | KRIBLC  | -88.299999999999997
 2004-10-29 00:00:00 | 413090 | 126710 | KRIBLC  |                 -78
 2004-10-29 00:00:00 | 414160 | 126300 | KRIBLC  | -100.09999999999999
 2004-10-29 00:00:00 | 414170 | 126290 | KRIBLC  | -97.450000000000003
 2004-10-29 00:00:00 | 414170 | 126300 | KRIBLC  | -98.349999999999994
 2004-10-29 00:00:00 | 414180 | 126290 | KRIBLC  | -98.299999999999997
 2004-10-29 00:00:00 | 414190 | 126280 | KRIBLC  | -99.400000000000006
 2004-10-29 00:00:00 | 414190 | 126290 | KRIBLC  | -101.90000000000001
 2004-10-29 00:00:00 | 414200 | 126270 | KRIBLA  |              -103.5
 2004-10-29 00:00:00 | 414200 | 126280 | KRIBLC  |              -100.7
 2004-10-29 00:00:00 | 414210 | 126260 | KRIBLC  |              -106.3
 2004-10-29 00:00:00 | 414210 | 126270 | KRIBLC  | -108.40000000000001
 2004-10-29 00:00:00 | 414220 | 126240 | KRIBLB  | -106.90000000000001
 2004-10-29 00:00:00 | 414220 | 126250 | KRIBLC  | -108.09999999999999
 2004-10-29 00:00:00 | 414220 | 126260 | KRIBLC  | -103.59999999999999
 2004-10-29 00:00:00 | 414230 | 126240 | KRIBLC  |              -98.75
 2004-10-29 00:00:00 | 414230 | 126260 | KRIBLC  | -102.09999999999999
 2004-10-29 00:00:00 | 414240 | 126240 | KRIBLC  | -98.799999999999997
 2004-10-29 00:00:00 | 414250 | 126240 | KRIBLC  | -98.099999999999994
 2004-10-29 00:00:00 | 414260 | 126230 | KRIBLC  | -100.59999999999999
 2004-10-29 00:00:00 | 414270 | 126230 | KRIBLC  |              -103.3
 2004-10-29 00:00:00 | 414270 | 126240 | KRIBLC  | -97.299999999999997
 2004-10-29 00:00:00 | 414280 | 126210 | KRIBLC  | -100.59999999999999
 2004-10-29 00:00:00 | 414280 | 126230 | KRIBLC  | -98.599999999999994
 2004-10-29 00:00:00 | 414280 | 126240 | KRIBLC  | -99.299999999999997
 2004-10-29 00:00:00 | 414290 | 126200 | KRIBLC  | -110.90000000000001
 2004-10-29 00:00:00 | 414290 | 126240 | KRIBLC  | -97.799999999999997
 2004-10-29 00:00:00 | 414300 | 126170 | KRIBLB  |                -114
 2004-10-29 00:00:00 | 414300 | 126190 | KRIBLC  | -109.40000000000001
 2004-10-29 00:00:00 | 414300 | 126230 | KRIBLC  | -107.09999999999999
 2004-10-29 00:00:00 | 414300 | 126240 | KRIBLC  |              -103.7
 2004-10-29 00:00:00 | 414310 | 126160 | KRIBLB  |              -105.8
 2004-10-29 00:00:00 | 414310 | 126230 | KRIBLC  |              -101.3
 2004-10-29 00:00:00 | 414320 | 126150 | KRIBLC  | -108.90000000000001
 2004-10-29 00:00:00 | 414320 | 126160 | KRIBLC  | -115.09999999999999
 2004-10-29 00:00:00 | 414320 | 126210 | KRIBLC  |              -105.5
 2004-10-29 00:00:00 | 414320 | 126220 | KRIBLA  |              -107.5
 2004-10-29 00:00:00 | 414330 | 126140 | KRIBLB  | -106.09999999999999
 2004-10-29 00:00:00 | 414330 | 126150 | KRIBLC  |              -114.7
 2004-10-29 00:00:00 | 414330 | 126200 | KRIBLC  |              -105.7
 2004-10-29 00:00:00 | 414330 | 126210 | KRIBLC  | -102.40000000000001
 2004-10-29 00:00:00 | 414330 | 126220 | KRIBLC  | -97.900000000000006
 2004-10-29 00:00:00 | 414340 | 126140 | KRIBLB  | -99.599999999999994
 2004-10-29 00:00:00 | 414340 | 126200 | KRIBLB  |              -112.2
 2004-10-29 00:00:00 | 414340 | 126220 | KRIBLC  | -99.400000000000006
 2004-10-29 00:00:00 | 414350 | 126190 | KRIBLB  | -109.59999999999999
 2004-10-29 00:00:00 | 414350 | 126210 | KRIBLC  |             -104.25
 2004-10-29 00:00:00 | 414350 | 126260 | KRIBLC  | -99.900000000000006
 2004-10-29 00:00:00 | 414360 | 126130 | KRIBLC  |              -106.8
 2004-10-29 00:00:00 | 414360 | 126190 | KRIBLC  | -106.90000000000001
 2004-10-29 00:00:00 | 414360 | 126200 | KRIBLC  | -100.59999999999999
 2004-10-29 00:00:00 | 414360 | 126390 | KRIBLC  |               -85.5
 2004-10-29 00:00:00 | 414370 | 126130 | KRIBLB  |              -104.3
 2004-10-29 00:00:00 | 414370 | 126190 | KRIBLC  |                -106
 2004-10-29 00:00:00 | 414370 | 126260 | KRIBLC  | -99.599999999999994
 2004-10-29 00:00:00 | 414370 | 126400 | KRIBLC  | -85.200000000000003
 2004-10-29 00:00:00 | 414380 | 126130 | KRIBLB  | -103.59999999999999
 2004-10-29 00:00:00 | 414380 | 126190 | KRIBLA  |              -107.3
 2004-10-29 00:00:00 | 414390 | 126110 | KRIBLB  |                -112
 2004-10-29 00:00:00 | 414390 | 126130 | KRIBLB  | -94.700000000000003
 2004-10-29 00:00:00 | 414390 | 126410 | KRIBLC  | -88.900000000000006
 2004-10-29 00:00:00 | 414400 | 126430 | KRIBLC  | -77.700000000000003
 2004-10-29 00:00:00 | 414410 | 126110 | KRIBLB  | -103.09999999999999
 2004-10-29 00:00:00 | 414410 | 126120 | KRIBLB  | -93.099999999999994
 2004-10-29 00:00:00 | 414410 | 126440 | KRIBLC  | -81.099999999999994
 2004-10-29 00:00:00 | 414420 | 126110 | KRIBLB  |              -106.2
 2004-10-29 00:00:00 | 414420 | 126130 | KRIBLB  | -92.599999999999994
 2004-10-29 00:00:00 | 414420 | 126460 | KRIBLC  | -79.799999999999997
 2004-10-29 00:00:00 | 414420 | 126470 | KRIBLC  | -84.099999999999994
 2004-10-29 00:00:00 | 414430 | 126110 | KRIBLB  | -101.09999999999999
 2004-10-29 00:00:00 | 414430 | 126490 | KRIBLC  |               -84.5
 2004-10-29 00:00:00 | 414440 | 126120 | KRIBLB  | -105.40000000000001
 2004-10-29 00:00:00 | 414440 | 126130 | KRIBLB  | -96.900000000000006
 2004-10-29 00:00:00 | 414440 | 126500 | KRIBLC  | -77.099999999999994
 2004-10-29 00:00:00 | 414450 | 126130 | KRIBLC  | -94.400000000000006
 2004-10-29 00:00:00 | 414450 | 126510 | KRIBLC  | -77.400000000000006
 2004-10-29 00:00:00 | 414460 | 126120 | KRIBLB  |              -102.2
 2004-10-29 00:00:00 | 414460 | 126130 | KRIBLC  | -85.799999999999997
 2004-10-29 00:00:00 | 414460 | 126510 | KRIBLC  | -73.900000000000006
 2004-10-29 00:00:00 | 414470 | 126130 | KRIBLC  | -95.400000000000006
 2004-10-29 00:00:00 | 414470 | 126520 | KRIBLC  |               -73.5
 2004-10-29 00:00:00 | 414480 | 126130 | KRIBLB  |               -84.5
 2004-10-29 00:00:00 | 414480 | 126380 | KRIBLC  | -79.299999999999997
 2004-10-29 00:00:00 | 414480 | 126390 | KRIBLC  | -74.400000000000006
 2004-10-29 00:00:00 | 414480 | 126400 | KRIBLC  | -72.700000000000003
 2004-10-29 00:00:00 | 414480 | 126420 | KRIBLC  | -74.099999999999994
 2004-10-29 00:00:00 | 414480 | 126430 | KRIBLC  | -69.299999999999997
 2004-10-29 00:00:00 | 414480 | 126530 | KRIBLC  | -77.700000000000003
 2004-10-29 00:00:00 | 414490 | 126130 | KRIBLB  | -97.099999999999994
 2004-10-29 00:00:00 | 414490 | 126350 | KRIBLC  | -75.700000000000003
 2004-10-29 00:00:00 | 414490 | 126360 | KRIBLC  | -72.799999999999997
